parameter_set_id,parameter_set_hash,strategy_family,trade_count,winning_trades,win_rate,total_return_pct,mean_return_pct,median_return_pct,volatility_pct,max_drawdown_pct,sharpe_like_score,parameters_json
research_parameter_set:mean_reversion:560db4807cd7cb90,560db4807cd7cb90e5bc5dcb1dbaf64e314c6e88ce926fc4ac0f9775e8313f16,mean_reversion,4,1,0.25,-13.845989,-3.46149725,-4.0204,2.8232962336546774,13.845989,-1.2260481945669546,"{""entry_zscore"": 0.75, ""exit_zscore"": 0.5, ""holding_bars"": 4, ""lookback_bars"": 5}"
research_parameter_set:mean_reversion:561107f866d9d1c2,561107f866d9d1c2fc98c0abf7488def6652dd0a9921e9d3afbd57a07ff480cd,mean_reversion,2,0,0.0,-4.990494999999999,-2.4952474999999996,-2.4952474999999996,2.4752475,4.990494999999999,-1.0080800000808,"{""entry_zscore"": 0.75, ""exit_zscore"": 0.25, ""holding_bars"": 4, ""lookback_bars"": 10}"
research_parameter_set:mean_reversion:66a945d9f736ee9c,66a945d9f736ee9c3add245f683ea7253efe865439e5ffbaf192f94427147110,mean_reversion,2,0,0.0,-7.5898579999999995,-3.7949289999999998,-3.7949289999999998,0.07122499999999987,7.5898579999999995,-53.28085644085653,"{""entry_zscore"": 0.75, ""exit_zscore"": 0.5, ""holding_bars"": 2, ""lookback_bars"": 20}"
research_parameter_set:mean_reversion:7252b431ca65490a,7252b431ca65490a21b865f534bda878e22d0605232847ddef104182b7b50698,mean_reversion,2,0,0.0,-7.5898579999999995,-3.7949289999999998,-3.7949289999999998,0.07122499999999987,7.5898579999999995,-53.28085644085653,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.5, ""holding_bars"": 2, ""lookback_bars"": 20}"
research_parameter_set:mean_reversion:912d0ab313695a4e,912d0ab313695a4ed513533c0e13618a9c0ef1cb35aea9415586d8e387bad23a,mean_reversion,1,0,0.0,-7.712308,-7.712308,-7.712308,0.0,7.712308,0.0,"{""entry_zscore"": 0.75, ""exit_zscore"": 0.25, ""holding_bars"": 4, ""lookback_bars"": 20}"
research_parameter_set:mean_reversion:936730adca1a6a51,936730adca1a6a51c46fff5b73af86d30b5dc24c58637c1808e8ff68d1b97820,mean_reversion,5,1,0.2,-8.723887000000001,-1.7447774,-2.060816,2.0137234118945533,8.726404000000002,-0.8664434200317892,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.25, ""holding_bars"": 2, ""lookback_bars"": 10}"
research_parameter_set:mean_reversion:a245d194b57bcbd6,a245d194b57bcbd6ed0f6164ca65a9b75f4d6185c51145cb0fe48bf7c9a7c834,mean_reversion,5,1,0.2,-8.723887000000001,-1.7447774,-2.060816,2.0137234118945533,8.726404000000002,-0.8664434200317892,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.5, ""holding_bars"": 2, ""lookback_bars"": 10}"
research_parameter_set:mean_reversion:b0aaba1665ac9625,b0aaba1665ac96256d070f28809d754d477b8467f71403ee66f2467caeb300f1,mean_reversion,1,0,0.0,-7.712308,-7.712308,-7.712308,0.0,7.712308,0.0,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.25, ""holding_bars"": 4, ""lookback_bars"": 20}"
research_parameter_set:mean_reversion:c78039421a0b645b,c78039421a0b645b985fad2cf671f54c0216361723a9ba16f25cb8b439d8251c,mean_reversion,1,0,0.0,-7.712308,-7.712308,-7.712308,0.0,7.712308,0.0,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.5, ""holding_bars"": 4, ""lookback_bars"": 20}"
research_parameter_set:mean_reversion:dc8d5f7e7a9d4c1d,dc8d5f7e7a9d4c1de7f0d7bc3e08eda9cfa00dfab7f9f21569e057c9a747300c,mean_reversion,5,1,0.2,-8.723887000000001,-1.7447774,-2.060816,2.0137234118945533,8.726404000000002,-0.8664434200317892,"{""entry_zscore"": 0.75, ""exit_zscore"": 0.5, ""holding_bars"": 2, ""lookback_bars"": 10}"
research_parameter_set:mean_reversion:e1924951628ea9a8,e1924951628ea9a816a09587f626dc344258e79217a3d0468f701dfc60cf3b7a,mean_reversion,7,0,0.0,-14.827006,-2.1181437142857145,-2.040202,1.063193034569884,14.827006,-1.9922475462253308,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.25, ""holding_bars"": 2, ""lookback_bars"": 5}"
research_parameter_set:mean_reversion:eb732fba093ab36b,eb732fba093ab36b06ee2315c09d3d24f73974aa689e0cdca0074a8338f83472,mean_reversion,2,0,0.0,-4.990494999999999,-2.4952474999999996,-2.4952474999999996,2.4752475,4.990494999999999,-1.0080800000808,"{""entry_zscore"": 0.75, ""exit_zscore"": 0.5, ""holding_bars"": 4, ""lookback_bars"": 10}"
research_parameter_set:mean_reversion:ee6751f0518cb5eb,ee6751f0518cb5eb0e1668b878e52d027e92e91eab2f8ff88f49eb56a370daad,mean_reversion,2,0,0.0,-4.990494999999999,-2.4952474999999996,-2.4952474999999996,2.4752475,4.990494999999999,-1.0080800000808,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.5, ""holding_bars"": 4, ""lookback_bars"": 10}"
research_parameter_set:mean_reversion:fe89fb7c646ddd8c,fe89fb7c646ddd8cd810b442acb5f96efccb1240f8105bdfbbe45f95e2214dad,mean_reversion,4,1,0.25,-13.845989,-3.46149725,-4.0204,2.8232962336546774,13.845989,-1.2260481945669546,"{""entry_zscore"": 1.25, ""exit_zscore"": 0.25, ""holding_bars"": 4, ""lookback_bars"": 5}"
